City,Province,Ycase,Scase,aCAPEX_s,aCAPEX_w,aCAPEX_bat,aCAPEX_ely,aCAPEX_FC,aCAPEX_DRP,aCAPEX_cmp2b,aCAPEX_CGH2,aCAPEX_EAF,aCAPEX_cst,aOPEX_maint,aOPEX_pel,aOPEX_lmp,aOPEX_scr,aOPEX_lime,aOPEX_aly,aOPEX_eld,aOPEX_labour,TotalTransportCost_mUSD
Handan,Hebei,Y2050,S3,48.95275281,35.66908963,3.52E-13,22.66427961,0,16.79477911,0.917395197,4.89E-05,29.78393724,11.49541328,32.65077856,117.6170213,0,132.5,4.84,26.367,10.79,63.29638298,4.118431144
Jinan ,Shandong ,YCurrent,S1,132.814105,184.8406094,0,92.13101844,0,33.58955823,1.372880442,7.39E-05,29.45476087,11.3293135,95.34055775,235.2340426,0,0,6.05,26.367,10.79,73.40276596,8.236862288
Jinan ,Shandong ,YCurrent,S2,95.24927579,132.7377756,0,66.09937457,0,25.19216867,1.14513782,5.94E-05,29.4658501,11.33490904,70.93111778,176.4255319,0,66.25,5.445,26.367,10.79,68.34957447,6.177646716
Jinan ,Shandong ,YCurrent,S3,60.75295481,84.94365171,1.69E-12,42.20199697,0,16.79477911,0.917395197,3.85E-05,29.48645627,11.34530675,48.39219142,117.6170213,0,132.5,4.84,26.367,10.79,63.29638298,4.118431144
Jinan ,Shandong ,Y2030,S1,126.3352558,134.257858,0,63.63477644,0,33.58955823,1.372880442,7.46E-05,29.51538548,11.3599042,78.55807896,235.2340426,0,0,6.05,26.367,10.79,73.40276596,8.236862288
Jinan ,Shandong ,Y2030,S2,90.62012577,96.43037337,2.02E-12,45.64416638,0,25.19216867,1.14513782,5.34E-05,29.52707466,11.36580247,58.89413809,176.4255319,0,66.25,5.445,26.367,10.79,68.34957447,6.177646716
Jinan ,Shandong ,Y2030,S3,57.16672493,62.63255162,0,28.89181613,0,16.79477911,0.917395197,3.93E-05,29.54590854,11.37530589,40.71085411,117.6170213,0,132.5,4.84,26.367,10.79,63.29638298,4.118431144
Jinan ,Shandong ,Y2040,S1,130.3552972,90.88866444,0,60.28274107,0,33.58955823,1.372880442,8.12E-05,29.61590164,11.41062386,70.2028463,235.2340426,0,0,6.05,26.367,10.79,73.40276596,8.236862288
Jinan ,Shandong ,Y2040,S2,93.11147801,65.82650758,0,43.12063442,0,25.19216867,1.14513782,5.88E-05,29.62680412,11.41612516,52.90781962,176.4255319,0,66.25,5.445,26.367,10.79,68.34957447,6.177646716
Jinan ,Shandong ,Y2040,S3,58.606364,43.19323835,-1.33E-12,27.33005392,0,16.79477911,0.917395197,4.74E-05,29.64659168,11.42610981,36.89946083,117.6170213,0,132.5,4.84,26.367,10.79,63.29638298,4.118431144
Jinan ,Shandong ,Y2050,S1,141.9950488,24.52739085,0,63.21266535,0,33.58955823,1.372880442,0.000140551,30.30818502,11.75994455,60.23743959,235.2340426,0,0,6.05,26.367,10.79,73.40276596,8.236862288
Jinan ,Shandong ,Y2050,S2,99.94582357,20.49023497,2.48E-12,44.61485312,0,25.19216867,1.14513782,9.42E-05,30.21773426,11.71430381,45.81547186,176.4255319,0,66.25,5.445,26.367,10.79,68.34957447,6.177646716
Jinan ,Shandong ,Y2050,S3,61.84182676,16.01016436,-8.54E-12,27.80175665,0,16.79477911,0.917395197,6.09E-05,30.12667499,11.66835603,32.43150363,117.6170213,0,132.5,4.84,26.367,10.79,63.29638298,4.118431144
Jinzhong,Shanxi,YCurrent,S1,206.3232147,104.218591,0,127.3362347,0,33.58955823,1.372880442,8.96E-05,29.8070801,11.50709099,100.9609405,235.2340426,0,0,6.05,26.367,10.79,73.40276596,32.94744915
Jinzhong,Shanxi,YCurrent,S2,146.897858,76.40010207,0,90.96126442,0,25.19216867,1.14513782,7.34E-05,29.81691604,11.51205413,74.9960318,176.4255319,0,66.25,5.445,26.367,10.79,68.34957447,24.71058686
Jinzhong,Shanxi,YCurrent,S3,92.30812445,51.10474168,0,57.399316,0,16.79477911,0.917395197,4.90E-05,29.83361947,11.52048254,51.03050989,117.6170213,0,132.5,4.84,26.367,10.79,63.29638298,16.47372458
Jinzhong,Shanxi,Y2030,S1,209.7316739,20.55165361,3.28E-12,95.66946708,0,33.58955823,1.372880442,0.000159417,31.00743525,12.11278066,79.33762326,235.2340426,0,0,6.05,26.367,10.79,73.40276596,32.94744915
Jinzhong,Shanxi,Y2030,S2,148.5049783,17.65380767,0,68.07295516,0,25.19216867,1.14513782,0.000118965,30.82498338,12.02071689,59.57943777,176.4255319,0,66.25,5.445,26.367,10.79,68.34957447,24.71058686
Jinzhong,Shanxi,Y2030,S3,92.57983417,14.70989445,7.94E-12,42.74096459,0,16.79477911,0.917395197,7.39E-05,30.61226788,11.91338234,41.28896056,117.6170213,0,132.5,4.84,26.367,10.79,63.29638298,16.47372458
Jinzhong,Shanxi,Y2040,S1,180.0617422,16.28666355,7.74E-12,80.93242101,0,33.58955823,1.372880442,0.000195425,31.28998876,12.25535491,69.86373858,235.2340426,0,0,6.05,26.367,10.79,73.40276596,32.94744915
Jinzhong,Shanxi,Y2040,S2,127.637908,14.0986044,0,57.64984202,0,25.19216867,1.14513782,0.000134389,31.06326252,12.14095065,52.80749659,176.4255319,0,66.25,5.445,26.367,10.79,68.34957447,24.71058686
Jinzhong,Shanxi,Y2040,S3,79.90531491,11.60165224,-1.39E-12,36.31539054,0,16.79477911,0.917395197,8.46E-05,30.83067475,12.02358871,36.99259589,117.6170213,0,132.5,4.84,26.367,10.79,63.29638298,16.47372458
Jinzhong,Shanxi,Y2050,S1,143.4510356,12.20994827,1.83E-11,67.11231532,0,33.58955823,1.372880442,0.000207203,31.73260382,12.47869496,59.29125098,235.2340426,0,0,6.05,26.367,10.79,73.40276596,32.94744915
Jinzhong,Shanxi,Y2050,S2,101.9504719,10.60949307,-3.41E-12,47.80429193,0,25.19216867,1.14513782,0.000146468,31.44245367,12.3322875,45.25703541,176.4255319,0,66.25,5.445,26.367,10.79,68.34957447,24.71058686
Jinzhong,Shanxi,Y2050,S3,63.96805024,8.931608523,7.79E-12,30.13365676,0,16.79477911,0.917395197,9.54E-05,31.11905854,12.16910489,32.21015047,117.6170213,0,132.5,4.84,26.367,10.79,63.29638298,16.47372458
Laiwu ,Shandong ,YCurrent,S1,134.9193139,185.0621921,0,93.82837118,0,33.58955823,1.372880442,7.96E-05,29.51218969,11.35829163,96.14771882,235.2340426,0,0,6.05,26.367,10.79,73.40276596,8.236862288
Laiwu ,Shandong ,YCurrent,S2,96.6207173,133.1183682,0,67.23616982,0,25.19216867,1.14513782,6.07E-05,29.52396714,11.36423444,71.51554755,176.4255319,0,66.25,5.445,26.367,10.79,68.34957447,6.177646716
Laiwu ,Shandong ,YCurrent,S3,61.66806115,85.14700833,0,42.92936995,0,16.79477911,0.917395197,4.31E-05,29.54710267,11.37590844,48.77256386,117.6170213,0,132.5,4.84,26.367,10.79,63.29638298,4.118431144
Laiwu ,Shandong ,Y2030,S1,134.1606007,125.8400889,0,66.73076008,0,33.58955823,1.372880442,7.48E-05,29.59693628,11.40105409,79.07377918,235.2340426,0,0,6.05,26.367,10.79,73.40276596,8.236862288
Laiwu ,Shandong ,Y2030,S2,95.37100465,91.62967676,0,47.49655633,0,25.19216867,1.14513782,6.94E-05,29.60736735,11.40631752,59.27182179,176.4255319,0,66.25,5.445,26.367,10.79,68.34957447,6.177646716
Laiwu ,Shandong ,Y2030,S3,60.62705759,58.97774689,0,30.23570805,0,16.79477911,0.917395197,4.32E-05,29.6328632,11.41918253,40.96224876,117.6170213,0,132.5,4.84,26.367,10.79,63.29638298,4.118431144
Laiwu ,Shandong ,Y2040,S1,136.1677193,84.49838656,0,62.51768615,0,33.58955823,1.372880442,8.70E-05,29.71737479,11.4618264,70.55821824,235.2340426,0,0,6.05,26.367,10.79,73.40276596,8.236862288
Laiwu ,Shandong ,Y2040,S2,97.25495524,61.30568385,6.61E-12,44.68860601,0,25.19216867,1.14513782,6.39E-05,29.73004522,11.4682198,53.17211745,176.4255319,0,66.25,5.445,26.367,10.79,68.34957447,6.177646716
Laiwu ,Shandong ,Y2040,S3,61.03657562,40.67144426,8.45E-12,28.18900556,0,16.79477911,0.917395197,4.72E-05,29.74773068,11.47714374,37.08002478,117.6170213,0,132.5,4.84,26.367,10.79,63.29638298,4.118431144
Laiwu ,Shandong ,Y2050,S1,144.9937932,20.90894025,-4.41E-12,64.19288186,0,33.58955823,1.372880442,0.000138631,30.52976737,11.87175324,60.37369572,235.2340426,0,0,6.05,26.367,10.79,73.40276596,8.236862288
Laiwu ,Shandong ,Y2050,S2,101.9219797,17.97716951,0,45.45155317,0,25.19216867,1.14513782,0.00010062,30.40829388,11.81045868,45.93064102,176.4255319,0,66.25,5.445,26.367,10.79,68.34957447,6.177646716
Laiwu ,Shandong ,Y2050,S3,62.69891287,15.07159634,-5.16E-12,28.16366945,0,16.79477911,0.917395197,6.66E-05,30.25698641,11.73411014,32.52507098,117.6170213,0,132.5,4.84,26.367,10.79,63.29638298,4.118431144
Lijiang,Yunnan ,YCurrent,S1,237.2777202,13.1952838,-2.93E-11,141.4546263,0,33.58955823,1.372880442,0.000350886,39.76982691,16.53421387,94.88148881,235.2340426,0,0,6.05,26.367,10.79,73.40276596,74.15271953
Lijiang,Yunnan ,YCurrent,S2,169.4318117,12.10240925,-1.70E-11,101.2877098,0,25.19216867,1.14513782,0.000229504,38.76875344,16.02908015,71.4677285,176.4255319,0,66.25,5.445,26.367,10.79,68.34957447,55.61453965
Lijiang,Yunnan ,YCurrent,S3,107.2635637,10.82647426,-5.68E-12,64.43406672,0,16.79477911,0.917395197,0.000152641,37.62979076,15.45436864,49.74277808,117.6170213,0,132.5,4.84,26.367,10.79,63.29638298,37.07635976
Lijiang,Yunnan ,Y2030,S1,187.390352,12.141667,-3.41E-12,89.14141284,0,33.58955823,1.372880442,0.000351971,39.77957725,16.53913381,74.60907091,235.2340426,0,0,6.05,26.367,10.79,73.40276596,74.15271953
Lijiang,Yunnan ,Y2030,S2,133.8178299,11.13579572,-1.60E-11,63.78227845,0,25.19216867,1.14513782,0.000229407,38.77746242,16.03347463,56.9225509,176.4255319,0,66.25,5.445,26.367,10.79,68.34957447,55.61453965
Lijiang,Yunnan ,Y2030,S3,84.68471927,9.948981836,-3.41E-12,40.56550742,0,16.79477911,0.917395197,0.000152447,37.64296971,15.46101862,40.45381558,117.6170213,0,132.5,4.84,26.367,10.79,63.29638298,37.07635976
Lijiang,Yunnan ,Y2040,S1,159.3886824,11.62661775,-1.44E-11,74.92458194,0,33.58955823,1.372880442,0.000353642,39.75021235,16.52431652,66.20910968,235.2340426,0,0,6.05,26.367,10.79,73.40276596,74.15271953
Lijiang,Yunnan ,Y2040,S2,113.748258,10.6842514,-2.14E-11,53.63757085,0,25.19216867,1.14513782,0.000222898,38.74131064,16.01523273,50.89023714,176.4255319,0,66.25,5.445,26.367,10.79,68.34957447,55.61453965
Lijiang,Yunnan ,Y2040,S3,71.90724755,9.697115593,-6.53E-12,34.09436093,0,16.79477911,0.917395197,0.000154008,37.54276435,15.4104558,36.59503799,117.6170213,0,132.5,4.84,26.367,10.79,63.29638298,37.07635976
Lijiang,Yunnan ,Y2050,S1,125.5737052,11.00817829,-6.12E-12,61.73328133,0,33.58955823,1.372880442,0.000353711,39.75845034,16.52847334,56.85981368,235.2340426,0,0,6.05,26.367,10.79,73.40276596,74.15271953
Lijiang,Yunnan ,Y2050,S2,89.61595165,10.11593767,-1.61E-11,44.1685583,0,25.19216867,1.14513782,0.000225375,38.74866795,16.01894517,44.18276152,176.4255319,0,66.25,5.445,26.367,10.79,68.34957447,55.61453965
Lijiang,Yunnan ,Y2050,S3,56.64512849,9.066840813,0,28.08436239,0,16.79477911,0.917395197,0.000151934,37.6031366,15.44091915,32.31205598,117.6170213,0,132.5,4.84,26.367,10.79,63.29638298,37.07635976
Liupanshui,Guizhou ,YCurrent,S1,267.7037792,21.50210764,1.79E-11,147.5989581,0,33.58955823,1.372880442,0.000186335,31.47532091,12.34887204,101.243099,235.2340426,0,0,6.05,26.367,10.79,73.40276596,49.44213266
Liupanshui,Guizhou ,YCurrent,S2,190.5140014,18.07926396,-1.17E-11,105.2528155,0,25.19216867,1.14513782,0.000134625,31.26783988,12.24417876,75.34358756,176.4255319,0,66.25,5.445,26.367,10.79,68.34957447,37.0815995
Liupanshui,Guizhou ,YCurrent,S3,119.7809331,14.73680125,-6.14E-12,66.45619783,0,16.79477911,0.917395197,8.93E-05,31.01498972,12.11659259,51.4113108,117.6170213,0,132.5,4.84,26.367,10.79,63.29638298,24.72106633
Liupanshui,Guizhou ,Y2030,S1,213.89636,15.2684015,1.16E-11,93.68453085,0,33.58955823,1.372880442,0.000250069,32.07477912,12.6513539,79.04357084,235.2340426,0,0,6.05,26.367,10.79,73.40276596,49.44213266
Liupanshui,Guizhou ,Y2030,S2,152.3371454,13.07454508,0,66.84941371,0,25.19216867,1.14513782,0.00016232,31.74185775,12.48336442,59.46337318,176.4255319,0,66.25,5.445,26.367,10.79,68.34957447,37.0815995
Liupanshui,Guizhou ,Y2030,S3,96.04637911,10.61842404,0,42.34109439,0,16.79477911,0.917395197,0.000104245,31.41523676,12.31855406,41.32496867,117.6170213,0,132.5,4.84,26.367,10.79,63.29638298,24.72106633
Liupanshui,Guizhou ,Y2040,S1,182.1514064,13.69081466,0,78.86366535,0,33.58955823,1.372880442,0.000254161,32.23728033,12.73335072,69.63800086,235.2340426,0,0,6.05,26.367,10.79,73.40276596,49.44213266
Liupanshui,Guizhou ,Y2040,S2,129.5769298,11.90989041,0,56.31377485,0,25.19216867,1.14513782,0.000162594,31.84477094,12.53529359,52.72701137,176.4255319,0,66.25,5.445,26.367,10.79,68.34957447,37.0815995
Liupanshui,Guizhou ,Y2040,S3,81.77458782,9.590284845,-1.01E-11,35.64402563,0,16.79477911,0.917395197,0.000105894,31.51570519,12.36924963,37.03525638,117.6170213,0,132.5,4.84,26.367,10.79,63.29638298,24.72106633
Liupanshui,Guizhou ,Y2050,S1,143.9318098,11.98201536,0,64.93727869,0,33.58955823,1.372880442,0.000265685,32.46939374,12.8504733,59.13149625,235.2340426,0,0,6.05,26.367,10.79,73.40276596,49.44213266
Liupanshui,Guizhou ,Y2050,S2,102.5032876,10.290974,0,46.37687601,0,25.19216867,1.14513782,0.000190602,32.08116656,12.65457695,45.21146491,176.4255319,0,66.25,5.445,26.367,10.79,68.34957447,37.0815995
Liupanshui,Guizhou ,Y2050,S3,64.649967,8.391039639,0,29.38612567,0,16.79477911,0.917395197,0.00011007,31.68164282,12.45298044,32.25733479,117.6170213,0,132.5,4.84,26.367,10.79,63.29638298,24.72106633
Lu’an,Anhui ,YCurrent,S1,291.4031528,45.05425231,0,151.2271848,0,33.58955823,1.372880442,0.000128908,30.29927278,11.7554475,110.8865256,235.2340426,0,0,6.05,26.367,10.79,73.40276596,13.72810381
Lu’an,Anhui ,YCurrent,S2,205.1576634,38.23122224,1.13E-11,106.7675769,0,25.19216867,1.14513782,9.31E-05,30.20353103,11.70713698,82.15914707,176.4255319,0,66.25,5.445,26.367,10.79,68.34957447,10.29607786
Lu’an,Anhui ,YCurrent,S3,127.9559557,28.99173706,7.62E-12,66.92638022,0,16.79477911,0.917395197,5.93E-05,30.13914905,11.67465034,55.64928033,117.6170213,0,132.5,4.84,26.367,10.79,63.29638298,6.864051907
Lu’an,Anhui ,Y2030,S1,245.4745982,16.17532455,0,100.1557036,0,33.58955823,1.372880442,0.000186201,31.38272638,12.30214958,86.48867459,235.2340426,0,0,6.05,26.367,10.79,73.40276596,13.72810381
Lu’an,Anhui ,Y2030,S2,174.7458798,13.86759896,0,71.42759892,0,25.19216867,1.14513782,0.000139147,31.16093294,12.19023437,64.74669414,176.4255319,0,66.25,5.445,26.367,10.79,68.34957447,10.29607786
Lu’an,Anhui ,Y2030,S3,110.0271739,11.48345475,-2.12E-13,45.09003015,0,16.79477911,0.917395197,8.49E-05,30.91330925,12.06528543,44.63163153,117.6170213,0,132.5,4.84,26.367,10.79,63.29638298,6.864051907
Lu’an,Anhui ,Y2040,S1,209.3731204,14.01935129,3.26E-11,84.3783981,0,33.58955823,1.372880442,0.000195372,31.55917756,12.39118545,75.93038409,235.2340426,0,0,6.05,26.367,10.79,73.40276596,13.72810381
Lu’an,Anhui ,Y2040,S2,149.1998967,11.84571865,5.76E-12,60.23326058,0,25.19216867,1.14513782,0.000139291,31.33534335,12.27824048,57.18676284,176.4255319,0,66.25,5.445,26.367,10.79,68.34957447,10.29607786
Lu’an,Anhui ,Y2040,S3,94.04363116,9.762239248,-3.01E-12,38.07496723,0,16.79477911,0.917395197,9.43E-05,31.06336898,12.14100437,39.82191098,117.6170213,0,132.5,4.84,26.367,10.79,63.29638298,6.864051907
Lu’an,Anhui ,Y2050,S1,165.8067208,11.6857497,-5.70E-12,69.49395385,0,33.58955823,1.372880442,0.000219453,31.83969886,12.53273426,64.07745485,235.2340426,0,0,6.05,26.367,10.79,73.40276596,13.72810381
Lu’an,Anhui ,Y2050,S2,118.2099836,9.940955546,0,49.60182667,0,25.19216867,1.14513782,0.000161428,31.56183027,12.39252398,48.70676656,176.4255319,0,66.25,5.445,26.367,10.79,68.34957447,10.29607786
Lu’an,Anhui ,Y2050,S3,74.64015206,8.006415524,6.26E-12,31.46088563,0,16.79477911,0.917395197,9.32E-05,31.286936,12.25381452,34.43429912,117.6170213,0,132.5,4.84,26.367,10.79,63.29638298,6.864051907
Maoming,Guangdong ,YCurrent,S1,128.5381281,205.7444712,0,89.75796602,0,33.58955823,1.372880442,7.60E-05,29.16440541,11.18280245,98.05389468,235.2340426,0,0,6.05,26.367,10.79,73.40276596,8.236862288
Maoming,Guangdong ,YCurrent,S2,92.25287675,147.6645073,0,64.39999789,0,25.19216867,1.14513782,5.58E-05,29.17275255,11.18701434,72.85350321,176.4255319,0,66.25,5.445,26.367,10.79,68.34957447,6.177646716
Maoming,Guangdong ,YCurrent,S3,58.94423171,94.36428344,0,41.12780236,0,16.79477911,0.917395197,3.58E-05,29.18779548,11.19460489,49.58771752,117.6170213,0,132.5,4.84,26.367,10.79,63.29638298,4.118431144
Maoming,Guangdong ,Y2030,S1,125.702946,150.4031353,0,61.23681944,0,33.58955823,1.372880442,7.54E-05,29.20631282,11.20394859,81.04206693,235.2340426,0,0,6.05,26.367,10.79,73.40276596,8.236862288
Maoming,Guangdong ,Y2030,S2,90.22056538,107.9485909,0,43.93851848,0,25.19216867,1.14513782,5.92E-05,29.2153293,11.20849824,60.65040152,176.4255319,0,66.25,5.445,26.367,10.79,68.34957447,6.177646716
Maoming,Guangdong ,Y2030,S3,57.60277047,69.04222833,1.41E-11,28.05661419,0,16.79477911,0.917395197,4.80E-05,29.23407945,11.21795941,41.79897061,117.6170213,0,132.5,4.84,26.367,10.79,63.29638298,4.118431144
Maoming,Guangdong ,Y2040,S1,123.7001606,113.844953,1.89E-11,56.31135376,0,33.58955823,1.372880442,8.40E-05,29.25559324,11.2288151,72.51750407,235.2340426,0,0,6.05,26.367,10.79,73.40276596,8.236862288
Maoming,Guangdong ,Y2040,S2,88.5601255,81.97950441,1.64E-11,40.36613916,0,25.19216867,1.14513782,6.02E-05,29.26506328,11.23359361,54.53819722,176.4255319,0,66.25,5.445,26.367,10.79,68.34957447,6.177646716
Maoming,Guangdong ,Y2040,S3,56.25319941,52.84988397,4.58E-12,25.67236296,0,16.79477911,0.917395197,4.64E-05,29.28264241,11.2424639,37.9005572,117.6170213,0,132.5,4.84,26.367,10.79,63.29638298,4.118431144
Maoming,Guangdong ,Y2050,S1,152.4050391,26.0453475,-4.03E-12,63.0201142,0,33.58955823,1.372880442,0.000126599,29.79552719,11.50126148,62.39037099,235.2340426,0,0,6.05,26.367,10.79,73.40276596,8.236862288
Maoming,Guangdong ,Y2050,S2,106.4367597,22.67475372,0,44.3384938,0,25.19216867,1.14513782,9.52E-05,29.71266398,11.45944936,47.31552217,176.4255319,0,66.25,5.445,26.367,10.79,68.34957447,6.177646716
Maoming,Guangdong ,Y2050,S3,65.01270544,18.56079049,1.68E-12,27.42482862,0,16.79477911,0.917395197,6.90E-05,29.62645786,11.41595044,33.33319486,117.6170213,0,132.5,4.84,26.367,10.79,63.29638298,4.118431144
Rizhao,Shandong,YCurrent,S1,111.2066609,183.6659329,0,91.26475186,0,33.58955823,1.372880442,6.78E-05,29.49662026,11.35043542,90.7092567,235.2340426,0,0,6.05,26.367,10.79,73.40276596,8.236862288
Rizhao,Shandong,YCurrent,S2,79.49049539,132.10515,-8.25E-13,65.51860985,0,25.19216867,1.14513782,6.34E-05,29.5092553,11.35681096,67.61123698,176.4255319,0,66.25,5.445,26.367,10.79,68.34957447,6.177646716
Rizhao,Shandong,YCurrent,S3,50.62470376,84.58581361,0,41.84279752,0,16.79477911,0.917395197,4.05E-05,29.53376839,11.36918007,46.27655716,117.6170213,0,132.5,4.84,26.367,10.79,63.29638298,4.118431144
Rizhao,Shandong,Y2030,S1,96.65178684,150.903368,4.56E-12,58.64246958,0,33.58955823,1.372880442,7.40E-05,29.52936918,11.36696027,75.02173412,235.2340426,0,0,6.05,26.367,10.79,73.40276596,8.236862288
Rizhao,Shandong,Y2030,S2,69.35768577,108.3241092,-1.15E-11,42.07183765,0,25.19216867,1.14513782,5.65E-05,29.54187211,11.37326914,56.35737116,176.4255319,0,66.25,5.445,26.367,10.79,68.34957447,6.177646716
Rizhao,Shandong,Y2030,S3,43.93448035,69.60789387,0,26.87525063,0,16.79477911,0.917395197,4.19E-05,29.56801685,11.38646157,39.09278391,117.6170213,0,132.5,4.84,26.367,10.79,63.29638298,4.118431144
Rizhao,Shandong,Y2040,S1,88.05629218,130.5111952,-2.20E-11,49.33954198,0,33.58955823,1.372880442,8.13E-05,29.55782387,11.38131827,67.51128826,235.2340426,0,0,6.05,26.367,10.79,73.40276596,8.236862288
Rizhao,Shandong,Y2040,S2,63.14557909,93.7161675,1.92E-12,35.41774694,0,25.19216867,1.14513782,5.88E-05,29.5723022,11.38862393,50.97145913,176.4255319,0,66.25,5.445,26.367,10.79,68.34957447,6.177646716
Rizhao,Shandong,Y2040,S3,40.19034676,60.04691496,0,22.6327008,0,16.79477911,0.917395197,4.89E-05,29.60028198,11.4027423,35.65660717,117.6170213,0,132.5,4.84,26.367,10.79,63.29638298,4.118431144
Rizhao,Shandong,Y2050,S1,95.19266274,83.77014108,-9.43E-12,47.04388247,0,33.58955823,1.372880442,8.87E-05,29.69338636,11.44972203,59.32366623,235.2340426,0,0,6.05,26.367,10.79,73.40276596,8.236862288
Rizhao,Shandong,Y2050,S2,67.24377647,61.59274295,1.77E-11,33.38665362,0,25.19216867,1.14513782,7.96E-05,29.70170074,11.4539174,45.1077458,176.4255319,0,66.25,5.445,26.367,10.79,68.34957447,6.177646716
